"Client","Beneficiary Name","Transaction #","Bank Confirmaton ID","Transaction ID","Destination Currency","Destination Amount","Local Conversion Currency","Batch","Status","USD Value","Uploaded Date","Stage_2_Approved","Compliance Cleared","PG_PROCESSING","MANUAL_PG","SENT_TO_BANK","Error-Sub Status","Error Description","Paid","Returned","Cancelled"
"Aseem Label","PairTest","XX_TKM_29","PY10118561","","USD","100.00","NOK","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_28","PY10118560","","USD","100.00","NZD","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_27","PY10118559","","USD","100.00","JPY","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_26","PY10118558","","USD","100.00","HUF","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_25","PY10118557","","USD","100.00","EUR","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_24","PY10118556","","USD","100.00","DKK","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_23","PY10118555","","USD","100.00","CZK","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_22","PY10118554","","USD","100.00","HRK","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_21","PY10118553","","USD","100.00","CNY","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_20","PY10118552","","USD","100.00","CAD","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_19","PY10118551","","USD","100.00","BGN","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_18","PY10118550","","USD","100.00","GBP","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" is not allowed to be empty<br>""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","PairTest","XX_TKM_01","PY10118533","","GBP","100.00","GBP","xxx.xlsx","Error",,"27/07/2017 06:15:52","","","","","","DATA ERROR","Validation Error: SORT CODE is required in routing code for GBP payments in UK.<br>","","",""
"Aseem Label","tin tan","XXXX1-2","PY10118531","","EUR","200.00","EUR","bfn.xlsx","Error",232.44,"27/07/2017 06:11:40","27/07/2017 06:12:10","27/07/2017 06:13:02","27/07/2017 06:13:02","","","PG ERROR","beneficiary_create_failed, Account number is missing : Beneficiary state or province is missing : Beneficiary postcode is missing : ","","",""
"Aseem Label","tan tan","XXXX1-3","PY10118532","","GBP","200.00","GBP","bfn.xlsx","Processing Transaction",260.34,"27/07/2017 06:11:40","27/07/2017 06:12:10","","","","",,,"","",""
"Aseem Label","tan tan","XXXX-3","PY10118509","","GBP","200.00","GBP","bfn.xlsx","Error",,"27/07/2017 05:36:38","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","tin tan","XXXX-2","PY10118508","","EUR","200.00","EUR","bfn.xlsx","Error",,"27/07/2017 05:36:38","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","tin tin","XXXX-1","PY10118507","","USD","200.00","USD","bfn.xlsx","Error",,"27/07/2017 05:36:38","","","","","","DATA ERROR","Validation Error: ""Beneficiary Account Number"" must only contain alpha-numeric characters<br>","","",""
"Aseem Label","Asim Bapat","TUSAA-2","PY10118501","","EUR","200.00","EUR","bfn.xlsx","Error",232.44,"27/07/2017 05:26:18","27/07/2017 05:26:36","27/07/2017 05:30:10","27/07/2017 05:30:10","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","TUSAA-3","PY10118502","","GBP","200.00","GBP","bfn.xlsx","Error",260.34,"27/07/2017 05:26:18","27/07/2017 05:26:36","27/07/2017 05:29:12","27/07/2017 05:29:12","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is missing : Beneficiary state or province is missing : Beneficiary postcode is missing : ","","",""
"Aseem Label","tin tin","TUSAA-1","PY10118500","170727-YFQLZB001","USD","200.00","USD","bfn.xlsx","Sent to Bank",200,"27/07/2017 05:26:18","27/07/2017 05:26:36","27/07/2017 05:26:36","27/07/2017 05:26:36","","27/07/2017 05:26:42",,,"","",""
"Aseem Label","tin tin","TUSA-1","PY10118431","170727-TQZFNG001","USD","200.00","USD","bfn.xlsx","Sent to Bank",200,"27/07/2017 05:03:06","27/07/2017 05:03:23","27/07/2017 05:03:23","27/07/2017 05:03:23","","27/07/2017 05:03:30",,,"","",""
"Aseem Label","Asim Bapat","CBR-11","PY10118403","","GBP","200.00","GBP","bf_n.xlsx","Error",260.34,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:58:21","27/07/2017 04:58:21","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is missing : ","","",""
"Aseem Label","Asim Bapat","CBR-10","PY10118402","","GBP","200.00","GBP","bf_n.xlsx","Error",260.34,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:54:45","27/07/2017 04:54:45","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is missing : Beneficiary state or province is missing : Beneficiary postcode is missing : ","","",""
"Aseem Label","Asim Bapat","CBR-9","PY10118401","","GBP","200.00","GBP","bf_n.xlsx","Error",260.34,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:51:07","27/07/2017 04:51:07","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is missing : ","","",""
"Aseem Label","Asim Bapat","CBR-8","PY10118400","","EUR","200.00","EUR","bf_n.xlsx","Error",232.44,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:47:37","27/07/2017 04:47:37","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","CBR-7","PY10118399","","EUR","200.00","EUR","bf_n.xlsx","Error",232.44,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:43:18","27/07/2017 04:43:18","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","CBR-6","PY10118398","","EUR","200.00","EUR","bf_n.xlsx","Error",232.44,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:39:39","27/07/2017 04:39:39","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","CBR-5","PY10118397","","USD","200.00","USD","bf_n.xlsx","Error",200,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:36:35","27/07/2017 04:36:35","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","Asim Bapat","CBR-3","PY10118395","","USD","200.00","USD","bf_n.xlsx","Error",200,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:23:26","27/07/2017 04:23:26","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","Asim Bapat","CBR-4","PY10118396","","USD","200.00","USD","bf_n.xlsx","Error",200,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:13:48","27/07/2017 04:13:48","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","Asim Bapat","CBR-2","PY10118394","","CHF","200.00","CHF","bf_n.xlsx","Error",209.46,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:13:48","27/07/2017 04:13:48","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","CBR-1","PY10118393","","NZD","200.00","NZD","bf_n.xlsx","Error",148.4,"27/07/2017 04:13:26","27/07/2017 04:13:47","27/07/2017 04:13:48","27/07/2017 04:13:48","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is in invalid format : ","","",""
"Aseem Label","Asim Bapat","NZDX-CCX1","PY10118370","","NZD","400.00","NZD","bf_n.xlsx","Error",296.8,"26/07/2017 12:01:54","26/07/2017 12:02:17","26/07/2017 12:02:18","26/07/2017 12:02:18","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is in invalid format : ","","",""
"Aseem Label","Asim Bapat","XXX-ZX3","PY10118357","","NZD","400.00","NZD","batch_format_new.xlsx","Error",296.8,"26/07/2017 11:45:24","26/07/2017 11:45:49","26/07/2017 11:45:50","26/07/2017 11:45:50","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is in invalid format : ","","",""
"Aseem Label","Asim Bapat","XXX-ZX2","PY10118356","","CHF","300.00","CHF","batch_format_new.xlsx","Error",314.19,"26/07/2017 11:45:24","26/07/2017 11:45:49","26/07/2017 11:45:50","26/07/2017 11:45:50","","","PG ERROR","currency not supported","","",""
"Aseem Label","Asim Bapat","XXX-ZX4","PY10118358","","USD","500.00","USD","batch_format_new.xlsx","Processing Transaction",500,"26/07/2017 11:45:24","26/07/2017 11:45:49","","","","",,,"","",""
"Aseem Label","Asim Bapat","XXX-ZX1","PY10118355","","USD","200.00","USD","batch_format_new.xlsx","Processing Transaction",200,"26/07/2017 11:45:24","26/07/2017 11:45:49","","","","",,,"","",""
"Aseem Label","Asim Bapat","CCEOP-ZX1","PY10118316","","BHD","200.00","BHD","batch_format_new.xlsx","Error",530.22,"26/07/2017 11:20:43","26/07/2017 11:21:07","26/07/2017 11:31:19","26/07/2017 11:31:19","","","PG ERROR","currency not supported","","",""
"Aseem Label","Asim Bapat","CCEOP-ZX2","PY10118317","","ILS","300.00","ILS","batch_format_new.xlsx","Error",83.83,"26/07/2017 11:20:43","26/07/2017 11:21:07","26/07/2017 11:30:45","26/07/2017 11:30:45","","","PG ERROR","currency not supported","","",""
"Aseem Label","Asim Bapat","CCEOP-ZX3","PY10118318","","DKK","400.00","DKK","batch_format_new.xlsx","Error",62.52,"26/07/2017 11:20:43","26/07/2017 11:21:07","26/07/2017 11:29:43","26/07/2017 11:29:43","","","PG ERROR","currency not supported","","",""
"Aseem Label","Asim Bapat","CCEOP-ZX4","PY10118319","","ZAR","500.00","ZAR","batch_format_new.xlsx","Error",38.25,"26/07/2017 11:20:43","26/07/2017 11:21:07","26/07/2017 11:22:12","26/07/2017 11:22:12","","","PG ERROR","currency not supported","","",""
"Aseem Label","Asim Bapat","ZZR-ZC4","PY10118284","","ZAR","500.00","AUD","batch_format_new.xlsx","Error",,"26/07/2017 11:14:51","","","","","","DATA ERROR","Validation Error: No Default Account found for AUD","","",""
"Aseem Label","Asim Bapat","ZZR-ZC3","PY10118283","","DKK","400.00","USD","batch_format_new.xlsx","Error",,"26/07/2017 11:14:51","","","","","","DATA ERROR","Validation Error: No Default Account found for USD","","",""
"Aseem Label","Asim Bapat","ZZR-ZC2","PY10118282","","ILS","300.00","HKD","batch_format_new.xlsx","Error",,"26/07/2017 11:14:51","","","","","","DATA ERROR","Validation Error: No Default Account found for HKD","","",""
"Aseem Label","Asim Bapat","ZZR-ZC1","PY10118281","","BHD","200.00","AUD","batch_format_new.xlsx","Error",,"26/07/2017 11:14:51","","","","","","DATA ERROR","Validation Error: No Default Account found for AUD","","",""
"Aseem Label","Asim Bapat","BZ-008","PY10118280","","AUD","500.00","AUD","batch_format_new.xlsx","Processing Transaction",394.9,"26/07/2017 11:05:28","26/07/2017 11:05:54","26/07/2017 11:06:50","26/07/2017 11:06:50","26/07/2017 11:06:50","",,,"","",""
"Aseem Label","Asim Bapat","BZ-009","PY10118279","","USD","400.00","USD","batch_format_new.xlsx","Processing Transaction",400,"26/07/2017 11:05:28","26/07/2017 11:05:54","","","","",,,"","",""
"Aseem Label","Asim Bapat","BZ-010","PY10118278","","HKD","300.00","HKD","batch_format_new.xlsx","Processing Transaction",38.41,"26/07/2017 11:05:28","26/07/2017 11:05:54","","","","",,,"","",""
"Aseem Label","Asim Bapat","BZ-011","PY10118277","","AUD","200.00","AUD","batch_format_new.xlsx","Processing Transaction",157.96,"26/07/2017 11:05:28","26/07/2017 11:05:54","","","","",,,"","",""
"Aseem Label","Asim Bapat","BH-011","PY10118255","","AUD","200.00","AUD","batch_format_new.xlsx","Processing Transaction",157.96,"26/07/2017 10:11:48","26/07/2017 10:12:10","26/07/2017 10:13:03","26/07/2017 10:13:03","26/07/2017 10:13:04","",,,"","",""
"Aseem Label","Asim Bapat","AU-011","PY10118254","","AUD","200.00","AUD","batch_format_new.xlsx","Processing Transaction",157.96,"26/07/2017 09:59:30","26/07/2017 09:59:47","26/07/2017 10:00:44","26/07/2017 10:00:44","26/07/2017 10:00:44","",,,"","",""
"Aseem Label","Asim Bapat","AU-01","PY10118253","","AUD","200.00","AUD","batch_format_new.xlsx","Error",,"26/07/2017 09:57:59","","","","","","DATA ERROR","Validation Error: ""Routing Code Value 2"": 12345678, BSB CODE should be numeric with only 6 digits in length<br>","","",""
"Aseem Label","Asim Bapat","CNXX2","PY10116847","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",148.12,"26/07/2017 06:19:51","26/07/2017 06:20:10","26/07/2017 06:22:36","26/07/2017 06:22:36","","","PG ERROR","beneficiary_create_failed, bank_account_holder_name is required : bank_country is required : currency is required : name is required : ","","",""
"Aseem Label","Asim Bapat","CNXX1","PY10116846","","CNY","1000.00","CNY","batch_format_3.xlsx","Processing Transaction",148.12,"26/07/2017 06:19:51","26/07/2017 06:20:10","","","","",,,"","",""
"Aseem Label","Asim Bapat","CNNX2","PY10116845","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",148.12,"26/07/2017 06:11:32","26/07/2017 06:11:47","26/07/2017 06:11:48","26/07/2017 06:11:48","","","PG ERROR","beneficiary_create_failed, bank_account_holder_name is required : bank_country is required : currency is required : name is required : ","","",""
"Aseem Label","Asim Bapat","CNNX1","PY10116844","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",148.12,"26/07/2017 06:11:32","26/07/2017 06:11:47","26/07/2017 06:11:48","26/07/2017 06:11:48","","","PG ERROR","beneficiary_create_failed, bank_account_holder_name is required : bank_country is required : currency is required : name is required : ","","",""
"Aseem Label","Asim Bapat","CNN2","PY10116842","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",,"26/07/2017 06:08:44","","","","","","DATA ERROR","Validation Error: No Default Account found for CNY","","",""
"Aseem Label","Asim Bapat","CNN1","PY10116841","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",,"26/07/2017 06:08:44","","","","","","DATA ERROR","Validation Error: No Default Account found for CNY","","",""
"Aseem Label","Asim Bapat","CN1","PY10116840","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",,"26/07/2017 06:07:21","","","","","","DATA ERROR","Validation Error: Repeated transaction number in same batch.","","",""
"Aseem Label","Asim Bapat","CN1","PY10116839","","CNY","1000.00","CNY","batch_format_3.xlsx","Error",,"26/07/2017 06:07:21","","","","","","DATA ERROR","Validation Error: No Default Account found for CNY","","",""
"Aseem Label","Asim Bapat","USSR2","PY10116838","","USD","1000.00","USD","batch_format_3.xlsx","Error",1000,"26/07/2017 04:34:45","26/07/2017 04:35:07","26/07/2017 04:35:07","26/07/2017 04:35:07","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","Asim Bapat","USSR1","PY10116837","","USD","1000.00","USD","batch_format_3.xlsx","Error",1000,"26/07/2017 04:34:45","26/07/2017 04:35:07","26/07/2017 04:35:07","26/07/2017 04:35:07","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","Asim Bapat","JPPX2","PY10116836","","JPY","1000.00","JPY","batch_format_3.xlsx","Error",8.99,"26/07/2017 04:28:47","26/07/2017 04:29:15","26/07/2017 04:30:37","26/07/2017 04:30:37","","","PG ERROR","beneficiary_create_failed, BIC/SWIFT is in invalid format : ","","",""
"Aseem Label","Asim Bapat","JPPX1","PY10116835","","JPY","1000.00","JPY","batch_format_3.xlsx","Processing Transaction",8.99,"26/07/2017 04:28:47","26/07/2017 04:29:15","","","","",,,"","",""
"Aseem Label","Asim Bapat","JPP2","PY10116834","","JPY","100.00","JPY","batch_format_3.xlsx","Processing Transaction",0.9,"26/07/2017 04:26:01","26/07/2017 04:26:46","","","","",,,"","",""
"Aseem Label","Asim Bapat","JPP1","PY10116833","","JPY","100.00","JPY","batch_format_3.xlsx","Processing Transaction",0.9,"26/07/2017 04:26:01","26/07/2017 04:26:46","","","","",,,"","",""
"Aseem Label","Asim Bapat","JP2","PY10116831","","JPY","100.00","JPY","batch_format_3.xlsx","Error",,"26/07/2017 04:18:31","","","","","","DATA ERROR","Validation Error: No Default Account found for JPY","","",""
"Aseem Label","Asim Bapat","JP1","PY10116830","","JPY","100.00","JPY","batch_format_3.xlsx","Error",,"26/07/2017 04:18:31","","","","","","DATA ERROR","Validation Error: No Default Account found for JPY","","",""
"Aseem Label","Asim Bapat","ERRT2","PY10116794","","EUR","100.00","EUR","batch_format_3.xlsx","Error",116.52,"25/07/2017 11:28:47","25/07/2017 11:29:05","25/07/2017 11:29:53","25/07/2017 11:29:53","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","ERRT1","PY10116793","","EUR","100.00","EUR","batch_format_3.xlsx","Processing Transaction",116.52,"25/07/2017 11:28:47","25/07/2017 11:29:05","","","","",,,"","",""
"Aseem Label","Asim Bapat","ERR2","PY10116792","","EUR","100.00","EUR","batch_format_3.xlsx","Error",116.52,"25/07/2017 11:26:16","25/07/2017 11:26:31","25/07/2017 11:27:27","25/07/2017 11:27:27","","","PG ERROR","beneficiary_create_failed, iban is in invalid format : ","","",""
"Aseem Label","Asim Bapat","ERR1","PY10116791","","EUR","100.00","EUR","batch_format_3.xlsx","Processing Transaction",116.52,"25/07/2017 11:26:16","25/07/2017 11:26:31","","","","",,,"","",""
"Aseem Label","Asim Bapat","ER2","PY10116789","","EUR","100.00","EUR","batch_format_3.xlsx","Error",116.52,"25/07/2017 11:24:15","25/07/2017 11:24:29","","","","",,"Insufficient Balance.","","",""
"Aseem Label","Asim Bapat","ER1","PY10116788","","EUR","100.00","EUR","batch_format_3.xlsx","Error",116.52,"25/07/2017 11:24:15","25/07/2017 11:24:29","","","","",,"Insufficient Balance.","","",""
"Aseem Label","Asim Bapat","E1","PY10116786","","EUR","100.00","EUR","batch_format_3.xlsx","Error",116.52,"25/07/2017 11:23:07","25/07/2017 11:23:24","","","","",,"Insufficient Balance.","","",""
"Aseem Label","Asim Bapat","E1","PY10116787","","EUR","100.00","EUR","batch_format_3.xlsx","Error",,"25/07/2017 11:23:07","","","","","","DATA ERROR","Validation Error: Repeated transaction number in same batch.","","",""
"Aseem Label","PairTest","USXX9","PY10116755","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Error",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","25/07/2017 11:09:30","25/07/2017 11:09:30","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","PairTest","USXX8","PY10116754","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX7","PY10116753","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX6","PY10116752","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX5","PY10116751","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX4","PY10116750","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX3","PY10116749","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX2","PY10116748","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USXX1","PY10116747","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:08:25","25/07/2017 11:08:42","","","","",,,"","",""
"Aseem Label","PairTest","USX9","PY10116746","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Error",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","25/07/2017 11:05:23","25/07/2017 11:05:23","","","PG ERROR","beneficiary_create_failed, beneficiary_state_or_province can not be shorter than 1 character(s) : beneficiary_postcode can not be shorter than 1 character(s) : ","","",""
"Aseem Label","PairTest","USX8","PY10116745","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX7","PY10116744","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX6","PY10116743","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX5","PY10116742","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX4","PY10116741","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX3","PY10116740","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX2","PY10116739","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USX1","PY10116738","","USD","10.00","USD","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 11:04:10","25/07/2017 11:04:24","","","","",,,"","",""
"Aseem Label","PairTest","USS98","PY10116737","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Error",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","25/07/2017 11:01:44","25/07/2017 11:01:44","","","PG ERROR","RecipientCurrency : is Required","","",""
"Aseem Label","PairTest","USS97","PY10116736","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS96","PY10116735","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS95","PY10116734","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS94","PY10116733","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS93","PY10116732","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS92","PY10116731","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS91","PY10116730","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS90","PY10116729","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS89","PY10116728","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS88","PY10116727","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS87","PY10116726","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS86","PY10116725","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
"Aseem Label","PairTest","USS85","PY10116724","","USD","10.00","","batch_format_CC Pair Test-1.xlsx","Processing Transaction",10,"25/07/2017 10:59:35","25/07/2017 11:00:32","","","","",,,"","",""
